Rk,Player,PlayerID,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA,Season
466,James Tomkins,James-Tomkins,ENG,DF,Crystal Palace,30,1989,18,18,1582,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.2,1.2,0.1,0.07,0.01,0.08,0.07,0.08,2019/2020
467,Fikayo Tomori,Fikayo-Tomori,ENG,DF,Chelsea,21,1997,15,15,1291,1,0,0,0,3,0,0.07,0,0.07,0.07,0.07,0.6,0.6,0.2,0.04,0.01,0.05,0.04,0.05,2019/2020
468,Lucas Torreira,Lucas-Torreira,URU,MF,Arsenal,23,1996,29,17,1512,1,1,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,1.1,0.1,0.07,0.16,0.1,0.16,2019/2020
469,Cenk Tosun,Cenk-Tosun,TUR,FW,Crystal Palace,28,1991,5,2,177,1,0,0,0,0,0,0.51,0,0.51,0.51,0.51,0.7,0.7,0,0.37,0,0.37,0.37,0.37,2019/2020
470,Cenk Tosun,Cenk-Tosun,TUR,FW,Everton,28,1991,5,2,291,1,0,0,0,0,0,0.31,0,0.31,0.31,0.31,0.7,0.7,0.1,0.23,0.03,0.26,0.23,0.26,2019/2020
471,Andros Townsend,Andros-Townsend,ENG,MF,Crystal Palace,28,1991,24,14,1294,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,0.4,0.4,2,0.03,0.14,0.16,0.03,0.16,2019/2020
472,Adama Traoré,Adama-Traore,ESP,FWMF,Wolves,23,1996,37,27,2605,4,9,0,0,1,0,0.14,0.31,0.45,0.14,0.45,3.5,3.5,6.7,0.12,0.23,0.35,0.12,0.35,2019/2020
473,Mark Travers,Mark-Travers,IRL,GK,Bournemouth,20,1999,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
474,Trézéguet,Trezeguet,EGY,FWMF,Aston Villa,24,1994,34,20,1950,6,1,0,0,4,1,0.28,0.05,0.32,0.28,0.32,3.9,3.9,0.8,0.18,0.04,0.22,0.18,0.22,2019/2020
475,Leandro Trossard,Leandro-Trossard,BEL,FWMF,Brighton,24,1994,31,22,2011,5,3,0,0,0,0,0.22,0.13,0.36,0.22,0.36,4.7,4.7,4,0.21,0.18,0.39,0.21,0.39,2019/2020
476,Tom Trybull,Tom-Trybull,GER,MF,Norwich City,26,1993,16,14,1130,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.1,0.03,0,0.04,0.03,0.04,2019/2020
477,Axel Tuanzebe,Axel-Tuanzebe,ENG,DF,Manchester Utd,21,1997,5,2,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
478,Yan Valery,Yan-Valery,FRA,DF,Southampton,20,1999,11,10,779,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.7,0.04,0.08,0.13,0.04,0.13,2019/2020
479,Jesús Vallejo,Jesus-Vallejo,ESP,DF,Wolves,22,1997,2,1,163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
480,Jamie Vardy,Jamie-Vardy,ENG,FW,Leicester City,32,1987,35,34,3033,23,5,4,5,2,0,0.68,0.15,0.83,0.56,0.71,20.3,16.5,5.5,0.6,0.16,0.77,0.49,0.65,2019/2020
481,Indiana Vassilev,Indiana-Vassilev,USA,FWMF,Aston Villa,18,2001,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,2019/2020
482,Jan Vertonghen,Jan-Vertonghen,BEL,DF,Tottenham,32,1987,23,19,1645,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.3,0.3,1,0.02,0.05,0.07,0.02,0.07,2019/2020
483,Jannik Vestergaard,Jannik-Vestergaard,DEN,DF,Southampton,26,1992,19,17,1497,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,0.8,0.8,0.1,0.05,0.01,0.06,0.05,0.06,2019/2020
484,Rúben Vinagre,Ruben-Vinagre,POR,DF,Wolves,20,1999,16,6,652,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.5,0.05,0.07,0.12,0.05,0.12,2019/2020
485,Jake Vokins,Jake-Vokins,ENG,DF,Southampton,19,2000,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.08,0.09,0.02,0.09,2019/2020
486,Mario Vrančić,Mario-Vrancic,BIH,MF,Norwich City,30,1989,20,6,636,1,0,0,0,3,0,0.14,0,0.14,0.14,0.14,1.7,1.7,1.1,0.24,0.15,0.39,0.24,0.39,2019/2020
487,Matěj Vydra,Matej-Vydra,CZE,FW,Burnley,27,1992,19,7,819,2,1,0,0,0,0,0.22,0.11,0.33,0.22,0.33,3.7,3.7,1.1,0.41,0.12,0.53,0.41,0.53,2019/2020
488,Theo Walcott,Theo-Walcott,ENG,MFFW,Everton,30,1989,25,17,1287,2,3,0,0,1,0,0.14,0.21,0.35,0.14,0.35,2.8,2.8,2.8,0.19,0.2,0.39,0.19,0.39,2019/2020
489,Kyle Walker,Kyle-Walker,ENG,DF,Manchester City,29,1990,29,28,2392,1,4,0,0,5,0,0.04,0.15,0.19,0.04,0.19,1,1,2.1,0.04,0.08,0.12,0.04,0.12,2019/2020
490,Kyle Walker-Peters,Kyle-Walker-Peters,ENG,DF,Southampton,22,1997,10,7,703,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.5,0.01,0.07,0.08,0.01,0.08,2019/2020
491,Kyle Walker-Peters,Kyle-Walker-Peters,ENG,DF,Tottenham,22,1997,3,3,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.03,0.04,0.01,0.04,2019/2020
492,Aaron Wan-Bissaka,Aaron-Wan-Bissaka,ENG,DF,Manchester Utd,21,1997,35,34,3070,0,4,0,0,8,0,0,0.12,0.12,0,0.12,0.9,0.9,2.9,0.03,0.08,0.11,0.03,0.11,2019/2020
493,Victor Wanyama,Victor-Wanyama,KEN,MF,Tottenham,28,1991,2,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
494,Joel Ward,Joel-Ward,ENG,DF,Crystal Palace,29,1989,29,27,2382,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.2,0.01,0.01,0.02,0.01,0.02,2019/2020
495,James Ward-Prowse,James-Ward-Prowse,ENG,MFDF,Southampton,24,1994,38,38,3420,5,3,1,3,9,0,0.13,0.08,0.21,0.11,0.18,7,4.6,5.3,0.19,0.14,0.32,0.12,0.26,2019/2020
496,Kelland Watts,Kelland-Watts,ENG,DF,Newcastle Utd,19,1999,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
497,Adam Webster,Adam-Webster,ENG,DF,Brighton,24,1995,31,31,2668,3,1,0,0,4,0,0.1,0.03,0.13,0.1,0.13,1.1,1.1,1,0.04,0.03,0.07,0.04,0.07,2019/2020
498,Danny Welbeck,Danny-Welbeck,ENG,FWMF,Watford,28,1990,18,8,822,2,0,0,0,0,0,0.22,0,0.22,0.22,0.22,3.3,3.3,0.2,0.36,0.02,0.38,0.36,0.38,2019/2020
499,Ashley Westwood,Ashley-Westwood,ENG,MF,Burnley,29,1990,35,35,3150,2,6,0,0,9,0,0.06,0.17,0.23,0.06,0.23,1.2,1.2,5,0.03,0.14,0.18,0.03,0.18,2019/2020
500,Connor Wickham,Connor-Wickham,ENG,FWMF,Crystal Palace,26,1993,6,0,96,1,1,0,0,0,0,0.94,0.94,1.87,0.94,1.87,1.3,1.3,0.5,1.25,0.46,1.71,1.25,1.71,2019/2020
501,Georginio Wijnaldum,Georginio-Wijnaldum,NED,MF,Liverpool,28,1990,37,35,2935,4,0,0,0,0,0,0.12,0,0.12,0.12,0.12,3.1,3.1,1.2,0.09,0.04,0.13,0.09,0.13,2019/2020
502,Jetro Willems,Jetro-Willems,NED,DF,Newcastle Utd,25,1994,19,18,1493,2,2,0,0,0,0,0.12,0.12,0.24,0.12,0.24,0.6,0.6,1.2,0.04,0.07,0.11,0.04,0.11,2019/2020
503,Brandon Williams,Brandon-Williams,ENG,DF,Manchester Utd,18,2000,17,11,1006,1,0,0,0,6,0,0.09,0,0.09,0.09,0.09,0.7,0.7,0.6,0.06,0.05,0.12,0.06,0.12,2019/2020
504,Neco Williams,Neco-Williams,WAL,DF,Liverpool,18,2001,6,3,230,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.1,0.1,0.04,0.14,0.1,0.14,2019/2020
505,Willian,Willian,BRA,FW,Chelsea,30,1988,36,29,2600,9,7,4,4,4,0,0.31,0.24,0.55,0.17,0.42,7.1,4,6.9,0.25,0.24,0.48,0.14,0.38,2019/2020
506,Joe Willock,Joe-Willock,ENG,MFFW,Arsenal,19,1999,29,8,857,1,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,2.3,2.3,0.8,0.25,0.09,0.33,0.25,0.33,2019/2020
507,Jack Wilshere,Jack-Wilshere,ENG,MF,West Ham,27,1992,8,2,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019/2020
508,Callum Wilson,Callum-Wilson,ENG,FW,Bournemouth,27,1992,35,32,2908,8,1,0,0,10,0,0.25,0.03,0.28,0.25,0.28,10,10,3.1,0.31,0.1,0.41,0.31,0.41,2019/2020
509,Harry Wilson,Harry-Wilson,WAL,MFFW,Bournemouth,22,1997,31,20,1646,7,0,0,0,2,0,0.38,0,0.38,0.38,0.38,4.5,4.5,1.6,0.25,0.09,0.34,0.25,0.34,2019/2020
510,Harry Winks,Harry-Winks,ENG,MF,Tottenham,23,1996,31,26,2221,0,0,0,0,9,0,0,0,0,0,0,0.5,0.5,1.1,0.02,0.05,0.07,0.02,0.07,2019/2020
511,Chris Wood,Chris-Wood,NZL,FW,Burnley,27,1991,32,29,2437,14,1,1,1,1,0,0.52,0.04,0.55,0.48,0.52,13,12.2,0.9,0.48,0.03,0.51,0.45,0.48,2019/2020
512,Granit Xhaka,Granit-Xhaka,SUI,MF,Arsenal,26,1992,31,30,2586,1,2,0,0,10,0,0.03,0.07,0.1,0.03,0.1,0.3,0.3,1.1,0.01,0.04,0.05,0.01,0.05,2019/2020
513,Andriy Yarmolenko,Andriy-Yarmolenko,UKR,MFFW,West Ham,29,1989,23,10,991,5,1,0,0,2,0,0.45,0.09,0.54,0.45,0.54,2.1,2.1,2.7,0.19,0.24,0.43,0.19,0.43,2019/2020
514,DeAndre Yedlin,DeAndre-Yedlin,USA,DF,Newcastle Utd,26,1993,16,10,938,1,0,0,0,3,0,0.1,0,0.1,0.1,0.1,0.7,0.7,0.3,0.07,0.03,0.1,0.07,0.1,2019/2020
515,Maya Yoshida,Maya-Yoshida,JPN,DF,Southampton,30,1988,8,6,560,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.08,0,0.08,0.08,0.08,2019/2020
516,Ashley Young,Ashley-Young,ENG,DF,Manchester Utd,34,1985,12,10,955,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,1.2,0.01,0.12,0.13,0.01,0.13,2019/2020
517,Pablo Zabaleta,Pablo-Zabaleta,ARG,DF,West Ham,34,1985,10,6,592,0,0,0,0,2,0,0,0,0,0,0,0,0,0.4,0.01,0.06,0.07,0.01,0.07,2019/2020
518,Wilfried Zaha,Wilfried-Zaha,CIV,MFFW,Crystal Palace,26,1992,38,37,3280,4,3,0,0,5,0,0.11,0.08,0.19,0.11,0.19,5.3,5.3,3.3,0.14,0.09,0.23,0.14,0.23,2019/2020
519,Christoph Zimmermann,Christoph-Zimmermann,GER,DF,Norwich City,26,1993,17,16,1430,0,1,0,0,3,0,0,0.06,0.06,0,0.06,0.3,0.3,0.1,0.02,0.01,0.02,0.02,0.02,2019/2020
520,Oleksandr Zinchenko,Oleksandr-Zinchenko,UKR,DF,Manchester City,22,1996,19,13,1276,0,0,0,0,2,1,0,0,0,0,0,0.4,0.4,1.6,0.03,0.12,0.15,0.03,0.15,2019/2020
521,Richairo Živković,Richairo-Zivkovic,NED,FW,Sheffield Utd,22,1996,5,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.03,0.13,0.16,0.03,0.16,2019/2020
522,Kurt Zouma,Kurt-Zouma,FRA,DF,Chelsea,24,1994,28,25,2344,0,0,0,0,6,0,0,0,0,0,0,0.8,0.8,0.2,0.03,0.01,0.04,0.03,0.04,2019/2020
